,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
600,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280304275021856768,BruningsM,Jens M. B.-Hansen,"Aarhus, Danmark",,2020-07-07 00:55:00,Twitter for Android,0,894,,,
601,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280304108126318593,nantran2,nantran,,,2020-07-07 00:54:20,Twitter for Android,0,894,,,
602,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280303834452164608,emc_mcdonald,eileen mcdonald,SOUTH Florida Heart in Boston,,2020-07-07 00:53:15,Twitter Web App,0,894,,,
603,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280303759357366272,michelle1129591,Michelle Barnett,"Pennsylvania, USA",,2020-07-07 00:52:57,Twitter for iPhone,0,894,,,
604,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280303481014956032,VeryFakePhil,yoshi is a pokemon,Cincinnati,,2020-07-07 00:51:51,Twitter for iPhone,0,894,,,
605,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280303441429094407,AriadTuppen,ariadtuppen,,,2020-07-07 00:51:41,Twitter for Android,0,894,,,
606,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280302828708229120,mosonsen,猛損仙,tokyo,,2020-07-07 00:49:15,Twitter Web App,0,894,,,
607,"#Bolsonaro experiencing Covid-19 symptoms, says CNN #Brazil  Results of Brazilian president’s #coronavirus test expected on Tuesday.  https://t.co/CVbGXg7bg4",157,1280302821267705856,RecursosEnergia,C3i Institute,Brazil,,2020-07-07 00:49:14,Twitter for Android,1,0,,,
608,"“President Bolsonaro has symptoms of Covid-19”. Is anyone surprised, really? He disregarded the experts at every turn. The situation in Brazil is multiple times worse than what is being reported. https://t.co/Ekq3ZHvPf0",219,1280302742653763585,oregonsandstorm,M. AR Sanders,USA / EUA,,2020-07-07 00:48:55,Twitter for iPhone,1,0,,,
609,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280302210103074816,BespokeBijouxUK,Iram,England,,2020-07-07 00:46:48,Twitter for Android,0,894,,,
610,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280302022906884096,lleims,_Panthera_A_,México,,2020-07-07 00:46:03,Twitter Web App,0,894,,,
611,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280301444667633664,chetanath_n,Chetanath Neupane,Space and Time,,2020-07-07 00:43:45,Twitter for Android,0,894,,,
612,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280301318364635141,Poplarhouse,Caroline Chappell,North West England,,2020-07-07 00:43:15,Twitter for iPhone,0,894,,,
613,Brazil's Jair Bolsonaro Tested Again For Coronavirus.   The Brazilian president said he was tested for COVID-19 after local media reported he had symptoms of the virus. https://t.co/2tLFMFhrh0,192,1280301113611137024,SandorN93227095,Sandor Nagy,Inner Space,,2020-07-07 00:42:26,Twitter Web App,0,2,,,
614,Brazil's Jair Bolsonaro Tested Again For Coronavirus.   The Brazilian president said he was tested for COVID-19 after local media reported he had symptoms of the virus. https://t.co/2tLFMFhrh0,192,1280301101737271299,freedom1970a,p.a.f.1970,Poland ,,2020-07-07 00:42:24,Twitter for Android,0,2,,,
615,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280301021600739328,Stlhd100,SH1001,,,2020-07-07 00:42:05,Twitter for iPhone,0,894,,,
616,"@realDonaldTrump Why are you protecting a statue of Jesus in Brazil? Are you sending Marines? Isn’t Brazil going to get upset about this? Did the crazy Brazilian President ask for help? Why are you worried about somebody toppling a 12 story statue in Brazil while 130,000 Americans are dying?",292,1280300947923783680,dle3,,,,2020-07-07 00:41:47,Twitter for iPhone,0,0,,,
617,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280300892466450433,seemorerocks,Robin Westenra,"Wellington, NZ",,2020-07-07 00:41:34,Twitter for iPad,0,894,,,
618,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280300859297947648,menseki_kun,面積君,いつの間にか熊本市,,2020-07-07 00:41:26,Twitter Web App,0,894,,,
619,Brazil's Jair Bolsonaro Tested Again For Coronavirus.   The Brazilian president said he was tested for COVID-19 after local media reported he had symptoms of the virus. https://t.co/2tLFMFhrh0,192,1280300703949492226,ps9714,The Great War & Modern Memory,"Fort Hood, TX",,2020-07-07 00:40:49,Twitter for Android,4,2,,,
620,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280300421265805314,surepinuj,ACAB,,,2020-07-07 00:39:41,Twitter for Android,0,894,,,
621,"@JustTeesa ""Go corona"" ""Corona Forces"" All this because The Brazilian President President of brazil, has some symptoms of covid, and the brazil dont like much Bolsonaro.. lol",174,1280300328307605507,DaRealZorge,Zorge |#MiniTakeABreak| Thx for 210 Followers :D,Minitoon's House~,,2020-07-07 00:39:19,Twitter Web App,1,0,,,
622,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280300176813502470,hrcsupervol01,HRCSuperVol1,United States,,2020-07-07 00:38:43,Twitter for iPhone,0,894,,,
623,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280299850525888512,CordwainersCat,彫木☁環🧷✂️✏️（安倍首相、お疲れ様でした）,神奈川県の真ん中あたり,,2020-07-07 00:37:25,Twitter for iPhone,0,894,,,
624,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280299373235023872,hatenademian,でみあん,富山県,,2020-07-07 00:35:32,Twitter for iPhone,0,894,,,
625,"good news!! It's highly likely that Brazil's President, Jair Bolsonaro, has Coronavirus. The people of Brazil couldn't be so lucky!!🤔",133,1280299130481283072,DavidHuett,We're not going to take it any more !!,Australia,,2020-07-07 00:34:34,Twitter Web App,1,0,,,
626,#Brazil President Jair Bolsonaro informed CNN on Monday that he has #virus symptoms. 38 ° C of fever and a 96% rate of oxygenation in his blood. https://t.co/4hc9u5Oala,168,1280299004119543809,ArtisticEye1,Artistic Eye,California,,2020-07-07 00:34:04,Twitter for iPhone,0,9,,,
627,"@realDonaldTrump @wanessapersona1 I wanted you to be the president of Brazil. Bolsonaro is very tenacious, but you are a real strategist, Mr. Trump! 🇺🇸🤝🇧🇷",154,1280299000965533696,38naurna2022,Davi 🇧🇷🇺🇸🇮🇱🇺🇦🇵🇱,"Borá, Brasil",,2020-07-07 00:34:03,Twitter for Android,0,0,,,
628,"this is going to be very difficult for Jair Bolsonaro, President of Brazil who has symptoms of Coronavirus if he does have it seeing as he does not believe in it..",163,1280298875857833984,rorynyc,Rory McCafferty,New York,,2020-07-07 00:33:33,Twitter Web App,0,0,,,
629,"The president of Brazil, Jair Bolsonaro, has tested positive for #covid19.  He has systematically denied the gravity of the pandemic and has failed to address the needs of Brazilian society as the numbers reach 1.62million confirmed cases and 65k deaths.  #FailedPresident #FAIL",278,1280298785659170817,life_quarantine,Life in Quarantine,Stanford University,,2020-07-07 00:33:11,Twitter for iPhone,0,0,,,
630,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280298620667916288,LangNasty,Aidan,"California, USA",,2020-07-07 00:32:32,Twitter for Android,0,894,,,
631,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280298466627989504,ThomasCrompton5,Thomas Crompton,,,2020-07-07 00:31:55,Twitter for iPhone,0,894,,,
632,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280298454028136448,VerditaToons,💚 Miss Toons 💙,🥒🎱🍜👻,,2020-07-07 00:31:52,Twitter for Android,0,894,,,
633,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280298212025229312,bushiemochiboas,Bushie,,,2020-07-07 00:30:55,Twitter for Android,0,894,,,
634,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280298191296933889,martinoanr,Martino Anrifin,,,2020-07-07 00:30:50,Twitter for Android,0,894,,,
635,"President of Brazil #JairBolsonaro reacts during a press conference on June 05, 2020 in Brasilia. Bolsonaro said today that he had been tested for #coronavirus and is awaiting the result. A published report noted that he has symptoms of #COVID19. 📷: @DreAnholete https://t.co/6bjRSFzi99",286,1280297987445571585,crelles,carlos reyes,,,2020-07-07 00:30:01,Twitter for Android,0,10,,,
636,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280297654262493186,opsecmopsec,opsecmopsec,,,2020-07-07 00:28:42,Twitter for iPhone,0,894,,,
637,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280297481855619072,yeyemen,央殤,,,2020-07-07 00:28:01,Twitter for iPhone,0,894,,,
638,"Jair Bolsonaro, the world’s #1 shit talker about Covid and President of Brazil, had to get tested today after displaying symptoms. The next few weeks could get real interesting if he ends up being positive. https://t.co/mbdfikOtBm",230,1280297381494489089,jammasternate,jammasternate,MDE/BOG/MIA/NYC,,2020-07-07 00:27:37,Twitter Web App,1,0,,,
639,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280297279572766720,MatreshkaCats,나디아,on standby,,2020-07-07 00:27:12,Twitter for iPhone,0,894,,,
640,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280297247276699649,Sue_HEComputing,Sue McKenna,,,2020-07-07 00:27:05,Twitter for iPhone,0,894,,,
641,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280297180662657024,WWilson2011,Wendy. Wilson,"California, USA",,2020-07-07 00:26:49,Twitter for iPhone,0,894,,,
642,"BREAKING: President of Brazil Jair Bolsonaro showing symptoms of coronavirus, test results expected tomorrow",108,1280297163109490688,KyleMason365,Kyle Mason 🇺🇸🦅🎙🙂 LAL 💜💛,"California, USA",,2020-07-07 00:26:45,Twitter for iPhone,0,16,,,
643,BRAZIL: President Bolsonaro says he is getting tested today for COVID after not feeling well. This will be his fourth COVID test. The results of the first three came back negative.,180,1280296940744265728,JuanMaBiaggi,JuanMa Biaggi 🌐,Planet Earth,,2020-07-07 00:25:52,Twitter for Android,0,13,,,
644,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280296245496631296,jackrieger3,jack rieger,"New Rochelle, NY",,2020-07-07 00:23:06,Twitter for iPhone,0,894,,,
645,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280296192627412994,kevinmstan,Kevin✌️,"Ica, Peru",,2020-07-07 00:22:53,Twitter for Android,0,894,,,
646,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295961797877760,HeyyNormann,HeyNorman,,,2020-07-07 00:21:58,Twitter for iPhone,0,894,,,
647,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295960590127107,ScottSurvival,Scott,The Black Lodge,,2020-07-07 00:21:58,Twitter Web App,0,894,,,
648,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295808970059776,shiparaku,ayam,日本　おふろのなか,,2020-07-07 00:21:22,Twitter for iPhone,0,894,,,
649,"@editsbyclare i did im sorry😁  bolsonaro is the dumbass who is president of brazil, in that sentence basically i was telling him to go fuck himself, i just dont have exact words to translate because portuguese curse words are... complicated ❤️ im sorry",252,1280295502505021446,siriusbleur,max,she/her,,2020-07-07 00:20:09,Twitter for Android,1,0,,,
650,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295423702261760,p19607565,p,,,2020-07-07 00:19:50,Twitter for iPhone,0,894,,,
651,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295347378483200,LazyRabbitZ,ต่วยเป็นไรเด้อ 🐦,,,2020-07-07 00:19:32,Twitter for iPad,0,894,,,
652,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295274485706752,abacus003,Roohdaar,,,2020-07-07 00:19:14,Twitter for Android,0,894,,,
653,President Bolsonaro of Brazil is said to be displaying symptoms of coronavirus... https://t.co/pESrowtz5Q,105,1280295113399427075,urtrading,ur-trading,COLOMBIA,,2020-07-07 00:18:36,Twitter Web App,0,0,,,
654,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280295033242095622,EvangelineEtta,Don & Doff PPE,,,2020-07-07 00:18:17,Twitter for Android,0,894,,,
655,Aw! Suffer.......  Brazil’s President Jair Bolsonaro said he will be tested for COVID-19 after having an X-ray of his lungs on Monday. He didn’t say whether he was showing symptoms of the new coronavirus.”,205,1280294940912697344,stuhunter1,stuart,Blocks trumpbot supporters,,2020-07-07 00:17:55,Twitter Web App,4,0,,,
656,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280294790639136768,NZflyingmonkey,LarryThaOtter,New Zealand,,2020-07-07 00:17:19,Twitter for iPhone,0,894,,,
657,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280294761757388803,sunnygrlfla,Amy Kelley,,,2020-07-07 00:17:12,Twitter for iPhone,0,894,,,
658,"Brazil's president, Jair Bolsonaro, is feeling ""a little unwell"" from #Covid19 despite a fever of 38 degrees. https://t.co/DcDE6J2xpJ",133,1280294758695518209,JoanneCangal,🇨🇦Joanne 🇨🇦,Toronto,,2020-07-07 00:17:11,Twitter for iPhone,0,1,,,
659,President Bolsonaro of Brazil is said to be displaying symptoms of coronavirus https://t.co/NoT7zFZXbn,102,1280294638629326848,Iamanirudhsethi,"Dr.Anirudh Sethi ,PhD","Gujarat, India",,2020-07-07 00:16:43,WordPress.com,0,0,,,
660,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280294422345928704,20arsenal,Arsenal☆,Niflheim,,2020-07-07 00:15:51,Twitter for Android,0,894,,,
661,"BREAKING: President of Brazil Jair Bolsonaro is showing symptoms of coronavirus, test results expected tomorrow - CNN Brazil / Reuters",134,1280294403752460289,KittEdotca,KitEdotca,Under your feet,,2020-07-07 00:15:47,Twitter for iPhone,0,894,,,
